"lipid","log2FC","lipid_class","minus_log10_pvalue"
"PC(46:7)",0.0360849934971199,"non-sig",0.0172766123314547
"PC(46:6)",-0.431281324382923,"non-sig",0.213248577854439
"PC(46:4)",-0.617951250696311,"non-sig",0.302770657240282
"Cer(66:14)",-1.72328018673344,"CER",1.31069114087638
"FA(18:1)",1.05101817129685,"non-sig",1.19586056766465
"Cer(68:16)",-0.698802147255812,"non-sig",0.469800301796918
"Cer(68:14)",-2.39156812729768,"non-sig",1.21681130892474
"SM(52:3)",0.064898778041421,"non-sig",0.0204516252959049
"Hex2Cer(42:2)",1.4268859979613,"non-sig",0.860120913598763
"Hex2Cer(42:1)",1.74509806173518,"non-sig",0.882728704344236
"FA(18:0)",0.640906438495175,"non-sig",0.667561540084395
"Hex3Cer(34:1)",0.2997520965021,"non-sig",0.161780778092374
"SM(56:2)",0.377464055155176,"non-sig",0.119186407719209
"SM(58:4)",0.78729600514929,"non-sig",0.440093374963888
"SM(58:3)",0.379287475335463,"non-sig",0.154901959985743
"SM(58:2)",0.117805510669182,"non-sig",0.048176964684088
"FA(16:1)",2.03600484637326,"FA",2.34198860334289
"SM(60:5)",0.252034537297003,"non-sig",0.102372908709559
"SM(60:4)",0.202192307873364,"non-sig",0.0963674839157623
"SM(60:3)",0.044930782598211,"non-sig",0.0177287669604316
"GM3(34:1)",-0.123773148239316,"non-sig",0.0644927341752872
"FA(19:4)",1.12689073765881,"non-sig",0.872895201635192
"FA(19:3)",1.27580401136536,"non-sig",0.96657624451305
"CL(72:8)",0.505103074934498,"non-sig",0.337242168318426
"FA(19:2)",1.40663817388138,"FA",1.3777859770337
"FA(18:2)",-1.06907761578002,"non-sig",0.742321425130815
"FA(19:1)",1.71259691370692,"FA",1.52724355068279
"FA(19:0)",0.783514618599664,"non-sig",0.632644078973981
"FA(20:5)",1.14090906140401,"non-sig",1.00921730819686
"FA(20:4)",0.903974820449509,"non-sig",0.767003889607846
"FA(20:3)",1.00358429949589,"non-sig",0.892790030352132
"FA(20:2)",1.49621487341594,"FA",1.38195190328791
"FA(20:1)",1.18348984974206,"non-sig",0.860120913598763
"FA(18:2)",-0.292554018553226,"non-sig",0.218963061378868
"FA(20:0)",0.333302302226343,"non-sig",0.266000713461613
"FA(20:5)",2.64191985713803,"non-sig",0.882728704344236
"FA(21:4)",0.808289823228446,"non-sig",0.54821356447571
"FA(20:4)",4.5928155374936,"Other",1.66554624884907
"FA(21:1)",1.1491592276071,"non-sig",0.774690718274137
"FA(21:0)",-0.0926305512806138,"non-sig",0.0565054840938974
"FA(22:6)",1.4035914207103,"non-sig",1.28903688100472
"FA(22:5)",1.17903401590159,"non-sig",0.913640169325252
"FA(22:5)",1.54313270333588,"FA",1.36653154442041
"FA(22:4)",1.5511606600393,"FA",1.33913452199613
"NATau(14:1)",3.88634253030218,"FA",1.37986394502624
"FA(22:3)",1.1693520495093,"non-sig",0.886056647693163
"FA(22:3)",1.09833756394464,"non-sig",1.00700490156866
"FA(20:4)",1.93494655696862,"non-sig",1.18775530319963
"FA(22:2)",1.80939738520503,"FA",1.35261702988538
"FA(22:1)",0.953100249264885,"non-sig",0.581698708680255
"FA(13:1)",1.54610758396326,"non-sig",0.896196279044043
"FA(22:0)",-0.334801293170859,"non-sig",0.283162276700476
"FA(20:1)",-0.610281752600699,"non-sig",0.559090917934782
"FA(22:6)",4.38472749898968,"FA",1.83863199776503
"FA(22:5)",1.34852657818666,"non-sig",1.04914854111145
"FA(23:1)",0.250157500127042,"non-sig",0.104577453960592
"FA(23:0)",-0.449938270496361,"non-sig",0.442492798094342
"FA(24:6)",1.02290524110532,"non-sig",0.954677021213343
"FA(24:5)",2.80046699290804,"FA",1.95078197732982
"FA(24:5)",0.917547309257095,"non-sig",0.602059991327962
"FA(24:4)",2.10623018100236,"FA",1.47366072261016
"FA(24:2)",1.67296893502364,"non-sig",0.790484985457369
"FA(24:1)",0.898637798646231,"non-sig",0.452225294612177
"FA(22:2)",-2.09553390259601,"non-sig",0.913640169325252
"FA(24:0)",-0.333201789921283,"non-sig",0.342944147142896
"FA(22:1)",-2.26046380455661,"Other",2.33348201944512
"FA(25:1)",0.35039978969224,"non-sig",0.155522824254319
"FA(25:0)",-0.776271359319505,"non-sig",0.630784142589857
"FA(26:6)",1.83348050770605,"FA",1.78251605578609
"FA(26:5)",1.21125270074376,"non-sig",0.826813731587726
"NATau(18:2)",1.62715536893941,"FA",1.59687947882418
"FA(26:4)",1.69416650923302,"non-sig",0.928117992693875
"NATau(18:1)",2.54075949614408,"FA",2.42250820016277
"NATau(18:0)",1.53920547369516,"non-sig",1.1765257708297
"FA(26:2)",1.22420212980122,"non-sig",0.688246138944246
"FA(26:1)",0.351004196230082,"non-sig",0.148130399270234
"FA(26:0)",-0.681637640027756,"non-sig",0.596879478824182
"ST(24:1)",0.511797303768024,"non-sig",0.0867160982395816
"FA(27:0)",-0.576903954187188,"non-sig",0.651695136951839
"NATau(20:4)",1.7260327260847,"FA",1.35556141053216
"FA(28:1)",-0.486268701851731,"non-sig",0.223298816011589
"FA(28:0)",-0.60617368490837,"non-sig",0.747146969020107
"FA(28:6)",0.949278741044932,"non-sig",0.508638306165727
"NATau(22:6)",2.97387718558655,"FA",2.02365002099673
"LPE(O-16:1)",1.05673033136841,"non-sig",0.924453038607469
"FA(29:0)",-1.14206864385175,"FA",1.3829996588791
"FA(30:1)",-1.54253005902629,"non-sig",0.856985199745905
"LPE(16:1)",0.368145965767241,"non-sig",0.368556230986828
"FA(30:0)",-1.3174874395951,"FA",1.66554624884907
"LPE(16:0)",-0.0712219591671932,"non-sig",0.039529222465701
"FA(31:1)",-2.80572383612341,"non-sig",0.962573502059376
"LPE(O-18:1)",0.764540535672673,"non-sig",0.518557371497695
"ST(27:1)",0.0710780584179744,"non-sig",0.0362121726544447
"LPE(17:0)",-0.2363568201683,"non-sig",0.166852888087215
"LPE(O-18:0)",-0.877350028299425,"non-sig",0.721246399047171
"ST(27:0)",-0.115971616176374,"non-sig",0.0496351456238769
"NATau(24:1)",0.194321016048185,"non-sig",0.0920514783877277
"LPE(18:3)",-1.25314011388091,"non-sig",1.17457388223218
"LPE(18:2)",-1.09957846766723,"non-sig",0.681936665037238
"ST(28:2)",-0.307331067310134,"non-sig",0.114638779968488
"FA(32:1)",-2.84795102879302,"FA",1.37059040089728
"LPE(18:1)",-0.34838288847979,"non-sig",0.272458742971444
"ST(28:1)",-0.245384539385061,"non-sig",0.114638779968488
"FA(32:0)",-2.30428556641724,"FA",1.92445303860747
"LPE(18:0)",-0.0987785225789004,"non-sig",0.0619809025237897
"LPE(18:1(d7))",0.327142889888588,"non-sig",0.251037138743839
"FA(34:9)",1.2079648861445,"non-sig",0.663540266151471
"ST(29:2)",-0.459707199743196,"non-sig",0.258060922270801
"ST(29:2)",-0.194792604314582,"non-sig",0.0798766737092761
"FA(33:1)",-3.05319150152123,"non-sig",1.28650945690606
"LPE(O-20:1)",0.416246928905462,"non-sig",0.266802734893431
"ST(29:1)",-0.576428168723414,"non-sig",0.298432014944073
"FA(33:0)",-1.94093525919151,"non-sig",1.18045606445813
"LPE(19:0)",-0.312635227044225,"non-sig",0.201349354554731
"LPE(O-20:0)",-0.826731014314195,"non-sig",0.636388020107856
"LPE(20:5)",-0.0667504994856785,"non-sig",0.0619809025237897
"LPE(20:4)",-0.746281659333224,"non-sig",0.801342913045577
"FA(34:3)",0.344830379315109,"non-sig",0.573488738635425
"LPE(20:3)",-0.823496537772321,"non-sig",0.72584215073632
"LPE(20:2)",-0.361104354000144,"non-sig",0.1791420105603
"FA(34:1)",-2.815196360873,"non-sig",1.14146280243036
"LPE(20:1)",-0.428308166096361,"non-sig",0.271646217978772
"LPG(18:2)",-0.248384518254426,"non-sig",0.157390760389438
"FA(34:0)",-1.8900195191992,"FA",1.41005039867429
"LPE(20:0)",-0.537045611668216,"non-sig",0.302770657240282
"LPG(18:1)",-0.198569559673153,"non-sig",0.0942041196321315
"FA(35:1)",-2.17868110438178,"non-sig",0.847711655616944
"LPE(O-22:1)",0.387527194163436,"non-sig",0.198596289982645
"LPE(O-22:0)",-0.28187912899816,"non-sig",0.172630726946175
"LPE(22:6)",-0.654244433541756,"non-sig",0.619788758288394
"LPS(18:0)",3.02939991349696,"Other",1.87614835903291
"LPE(22:5)",-1.1454141590943,"non-sig",1.20901152491118
"LPC(14:0)",-0.163312048665379,"non-sig",0.112945621949043
"LPE(22:4)",-0.180830920357405,"non-sig",0.137272471682025
"FA(14:1)",2.28324439130573,"FA",1.82102305270683
"FA(36:1)",-1.67156225680575,"non-sig",0.703334809738469
"Cer(34:1)",0.80485112059775,"non-sig",0.338187314462739
"LPC(15:0)",-0.460967677336093,"non-sig",0.416801226031377
"LPC(O-16:0)",0.103041157941064,"non-sig",0.0710923097560473
"LPS(20:4)",0.413069990698659,"non-sig",0.235823867609669
"FA(37:1)",-2.07285323695939,"non-sig",0.603800652904264
"FA(14:0)",0.41742514066334,"non-sig",0.321481620959886
"LPC(16:2)",0.382743358546904,"non-sig",0.325138859262188
"LPC(16:1)",0.147706757269336,"non-sig",0.135488918941608
"LPC(16:0)",-0.386238787192799,"non-sig",0.391473966422806
"Cer(34:0)",-0.168645432534461,"non-sig",0.0639892042847904
"SL(31:0)",-0.181503430731194,"non-sig",0.0680338852718274
"SL(31:0)",-0.550734445939412,"non-sig",0.236572006437063
"FA(38:1)",-1.2206824640699,"non-sig",0.595166283380062
"LPC(17:1)",-0.471116544480392,"non-sig",0.367542707815276
"LPC(O-18:1)",-0.153082040932716,"non-sig",0.120330794367946
"LPC(17:0)",-0.833508454863409,"non-sig",0.595166283380062
"LPC(O-18:0)",-0.152777121825803,"non-sig",0.115204636051019
"Cer(32:1)",1.11109081555513,"non-sig",0.496209316942819
"LPI(16:0)",0.756941407121936,"non-sig",0.688246138944246
"SL(32:0)",-0.361699285138016,"non-sig",0.173925197299174
"SL(32:0)",-0.208149959891983,"non-sig",0.0979971086492706
"LPC(18:3)",-1.2945330361999,"LPC",1.44490555142168
"LPC(18:2)",-1.35720014012335,"non-sig",1.0762380391713
"LPC(18:1)",-0.878238682522525,"non-sig",0.809668301829709
"LPC(18:0)",-0.605157088432165,"non-sig",0.543633966870957
"Cer(33:1)",0.42057016181208,"non-sig",0.145693958198919
"SL(32:1)",-0.419807350041417,"non-sig",0.190440285364732
"SL(32:1)",-0.0669200245326067,"non-sig",0.0231916626619338
"SL(33:0)",-0.484388307361975,"non-sig",0.223298816011589
"SL(32:0)",0.0378728711804364,"non-sig",0.0154726866562074
"SL(32:0)",0.00616353923413371,"non-sig",0.00217691925427455
"Cer(38:1)",1.48564213548511,"non-sig",0.416801226031377
"LPC(19:1)",-0.781904662599871,"non-sig",0.578396073130169
"Cer(34:2)",1.97673463820417,"CER",1.41793663708829
"LPI(18:2)",-1.22243214747359,"non-sig",1.1605219526258
"LPC(19:0)",-1.10783484755218,"non-sig",0.79317412396815
"LPC(O-20:0)",-0.895427479294668,"non-sig",0.625251653989896
"Cer(34:1)",0.757091720404091,"non-sig",0.31695296176115
"Cer(34:0)",-0.769554302162305,"non-sig",0.266802734893431
"LPI(18:0)",1.24327178585803,"non-sig",1.03058408764602
"LPC(20:5)",-1.80800246186666,"LPC",1.46980030179692
"LPC(20:4)",-1.76757338700491,"LPC",1.99139982823808
"SL(33:1)",-0.400591746086022,"non-sig",0.20690839982342
"SL(34:0)",-0.479623978123811,"non-sig",0.20551195334083
"SL(34:0)",-0.477759931307155,"non-sig",0.202732459169284
"LPC(20:3)",-2.86098151344552,"LPC",2.51712641639125
"SL(33:0)",-0.137720859257019,"non-sig",0.0570004066339595
"LPC(20:2)",-1.59091905329206,"non-sig",1.14752000636314
"LPC(20:1)",-0.744534150576381,"non-sig",0.494850021680094
"LPC(20:0)",-0.758103501613913,"non-sig",0.503070351926785
"Cer(34:0)",-0.277780626779506,"non-sig",0.108462542327436
"SL(34:1)",-0.53903801750576,"non-sig",0.258848401148215
"SL(34:1)",-0.473754797668754,"non-sig",0.236572006437063
"SL(34:0)",-0.197728483126447,"non-sig",0.0835460514500749
"SL(34:0)",-0.264773749365911,"non-sig",0.123205023799299
"LPI(20:4)",-0.491732479933393,"non-sig",0.480172006224281
"Cer(40:1)",0.439991628519206,"non-sig",0.134896025358872
"LPI(20:3)",-0.677691858982747,"non-sig",0.739928612014925
"LPC(O-22:1)",-0.837054313182573,"non-sig",0.707743928643524
"LPC(21:0)",-0.462706194678692,"non-sig",0.273272790973428
"LPC(O-22:0)",-0.267623919737385,"non-sig",0.1438755557577
"Cer(36:1)",1.62274934709247,"non-sig",0.657577319177794
"LPC(22:6)",-1.99525467611485,"non-sig",1.27572413039921
"FA(44:10)",-0.657516141026729,"non-sig",0.334419008982047
"LPC(22:5)",-2.27625266985421,"LPC",1.55752023093555
"LPC(22:4)",-2.06100748661787,"non-sig",1.22475374025976
"SL(35:1)",-0.720580536446843,"non-sig",0.350665141287858
"LPC(22:3)",-2.1383126386671,"LPC",1.58335949266172
"SL(35:0)",-0.355811489430302,"non-sig",0.157390760389438
"LPC(22:2)",-1.45125025844366,"non-sig",1.04817696468409
"Cer(41:1)",0.0275134434510349,"non-sig",0.00877392430750515
"FA(15:3)",-0.180504669908807,"non-sig",0.0809219076239261
"LPC(22:1)",-0.601843773671103,"non-sig",0.374687549038326
"LPC(22:0)",-0.130268500185412,"non-sig",0.0624821079826534
"Cer(37:1)",1.14139483814359,"non-sig",0.393618634889395
"Cer(40:0)",-0.385972557297627,"non-sig",0.161780778092374
"Cer(42:3)",0.26021990302554,"non-sig",0.0915149811213502
"Cer(42:2)",0.184393007943022,"non-sig",0.0644927341752872
"Cer(42:1)",0.398755176194641,"non-sig",0.154901959985743
"LPC(23:0)",-0.0591284740783919,"non-sig",0.0291883891274822
"Cer(38:1)",1.52343073808333,"non-sig",0.429457060118102
"Cer(41:0)",-0.69848583032725,"non-sig",0.236572006437063
"Cer(38:0)",1.44602628532395,"non-sig",0.384049948343599
"PE-Cer(34:1)",0.757489927950679,"non-sig",0.234331445240986
"LPC(24:2)",-0.440046569488064,"non-sig",0.281498311132726
"LPC(24:1)",-0.0836740504989599,"non-sig",0.0433514207947967
"Cer(42:1)",-1.22113085069734,"non-sig",0.560667306169737
"LPC(24:0)",0.00180086147653569,"non-sig",0.000869458712628891
"Cer(39:1)",0.0220922115037325,"non-sig",0.00612308505878879
"Cer(42:0)",-0.753949627959564,"non-sig",0.326058001365912
"Cer(39:0)",-0.396191687860068,"non-sig",0.133122185662501
"PE(O-32:3)",-1.51225389365926,"non-sig",0.714442690992226
"Cer(38:0)",-0.197081088030306,"non-sig",0.07727454200674
"PA(34:2)",0.255956910273671,"non-sig",0.147520006363144
"Cer(40:3)",1.02366863595165,"non-sig",0.3767507096021
"SM(28:1)",2.29509816944428,"non-sig",0.686132779630847
"Cer(40:2)",0.788996969373478,"non-sig",0.247183568811729
"Cer(40:2)",-0.465419998196207,"non-sig",0.142667503568732
"LPC(25:0)",0.00561192297159963,"non-sig",0.00261361560268669
"Cer(40:1)",0.414413918237972,"non-sig",0.1249387366083
"Cer(40:0)",-0.46747664106914,"non-sig",0.129596094720973
"FA(15:2)",-0.402738381530209,"non-sig",0.20690839982342
"Cer(39:0)",-0.167366662303454,"non-sig",0.0639892042847904
"PE(32:1)",0.510913448676771,"non-sig",0.375717904164332
"LPC(26:2)",-0.10916516944458,"non-sig",0.0619809025237897
"PE(32:0)",0.551955456704967,"non-sig",0.356547323513813
"LPC(26:1)",0.0224535461098938,"non-sig",0.0109953843014632
"Cer(41:2)",-0.467286089640705,"non-sig",0.167491087293764
"Cer(41:2)",-0.239346682424376,"non-sig",0.0793549985932124
"PE(O-34:5)",-1.88532178517666,"non-sig",1.06298389253519
"Cer(41:1)",0.0368670719767614,"non-sig",0.0123337350737254
"PE(O-34:4)",-2.0336460903795,"non-sig",1.1073489661227
"Cer(41:0)",-2.1120087234716,"non-sig",1.00833099262005
"PE(O-34:3)",-1.01530034339022,"non-sig",0.651695136951839
"HexCer(34:1)",0.516279442001153,"non-sig",0.322393047279507
"Cer(40:0)",-0.355633198589704,"non-sig",0.148130399270234
"PE(33:2)",0.826229230400976,"non-sig",0.355561410532161
"PE(O-34:2)",-0.0111898869018887,"non-sig",0.00656376950238827
"Cer(42:5)",2.62590527215254,"non-sig",0.614393726401688
"Cer(42:5)",2.65833982842063,"non-sig",0.605548319173784
"PE(O-34:1)",2.12396776058772,"PE",1.7594507517174
"PE(O-34:0)",-1.76632252863436,"non-sig",0.97469413473523
"Cer(42:3)",0.214247452781009,"non-sig",0.0777937225609836
"SM(30:1)",1.22426570357288,"non-sig",0.46344155742847
"FA(15:1)",-0.300702928201289,"non-sig",0.1890957193313
"Cer(42:2)",0.21217567762713,"non-sig",0.0746879085003505
"PE(O-35:5)",-0.774191430366923,"non-sig",0.27083521030723
"Cer(42:1)",0.44420535032388,"non-sig",0.180456064458131
"PE(15:0_18:1(d7))",0.539313508177884,"non-sig",0.498940737782249
"Cer(41:1)",-0.555656461209367,"non-sig",0.244887733604929
"Cer(42:0)",-0.939969633794217,"non-sig",0.380906669373257
"PE(34:3)",1.1302442646049,"non-sig",0.571865205971211
"PE(34:3)",2.35568465555714,"PE",2.13018179202067
"Cer(41:0)",-0.569112284614324,"non-sig",0.218963061378868
"PE(34:2)",0.996751644434863,"non-sig",0.818156412055227
"HexCer(34:1)",-0.737305774703731,"non-sig",0.294992040666664
"PE(34:1)",0.575195773580791,"non-sig",0.40340290437354
"PE(O-36:7)",-0.33970374793671,"non-sig",0.186419011431808
"PE(34:0)",-0.856700253465608,"non-sig",0.627087997029893
"SM(31:1)",0.387567692921053,"non-sig",0.140261433802853
"PE(O-36:6)",0.0729439448184834,"non-sig",0.0390538042661686
"PE(O-36:6)",-0.127795109792402,"non-sig",0.0343280287798933
"Cer(43:2)",0.499910036018505,"non-sig",0.198596289982645
"PE(O-36:5)",-0.23650062193007,"non-sig",0.161150909262745
"PE(O-36:5)",-1.3860062585558,"non-sig",0.764471553092451
"Cer(42:2)",-0.259232269188558,"non-sig",0.0931264652779296
"Cer(43:1)",0.856909461255903,"non-sig",0.51427857351842
"FA(15:0)",0.68610159622736,"non-sig",0.696803942579511
"Cer(42:1)",-1.17457615822636,"non-sig",0.518557371497695
"Cer(43:0)",-0.875270018550751,"non-sig",0.46344155742847
"PE(O-36:3)",-1.29998357487065,"non-sig",1.13430394008393
"Cer(42:0)",-0.727978467539785,"non-sig",0.326058001365912
"PE(35:2)",0.128657469683681,"non-sig",0.0574958938319193
"PE(O-36:2)",-2.07977832098421,"non-sig",1.26760624017703
"PE(O-36:1)",-1.68793076368826,"non-sig",0.97469413473523
"SM(32:2)",0.770704284678885,"non-sig",0.34008379993015
"PE(O-37:7)",0.575144450338474,"non-sig",0.180456064458131
"HexCer(34:0)",-1.13148145980709,"non-sig",0.744727494896694
"PE(O-36:0)",-1.71170193915952,"non-sig",0.565431095965801
"SM(32:1)",0.698726072144979,"non-sig",0.296708621881339
"PE(O-37:6)",-1.65206992720899,"non-sig",1.18575240426808
"Cer(44:2)",1.05418117211259,"non-sig",0.54821356447571
"SM(32:0)",1.53641477285214,"non-sig",0.489454989793388
"PE(36:5)",0.958153127335606,"non-sig",0.663540266151471
"PE(36:5)",0.878996140918218,"non-sig",0.84163750790475
"PE(O-37:5)",-0.435170313930485,"non-sig",0.249491605148654
"Cer(44:1)",0.608503914347938,"non-sig",0.387216143280265
"PE(36:4)",0.529687650633157,"non-sig",0.394694953858891
"PE(36:4)",1.48412503197666,"non-sig",0.950781977329818
"Cer(44:0)",-0.0467624716941195,"non-sig",0.0264103765727431
"FA(14:0)",0.761176162765022,"non-sig",0.679853713888946
"PE(36:3)",0.787807199937166,"non-sig",0.478861916295964
"PE(36:3)",1.04599778972551,"non-sig",1.0017406615763
"PG(15:0_18:1(d7))",0.588963458434275,"non-sig",0.410050398674292
"Cer(43:0)",-0.48198613110792,"non-sig",0.0915149811213502
"PE(36:2)",-0.0249739070616322,"non-sig",0.0145735259169983
"PE(O-37:2)",-1.76275157551291,"non-sig",0.950781977329818
"PE-Cer(40:1)",0.830755407204652,"non-sig",0.296708621881339
"PE(36:1)",-0.862907513182378,"non-sig",0.602059991327962
"HexCer(33:1)",0.881793293077152,"non-sig",0.300162274132754
"PE(O-37:1)",-1.48208513090415,"non-sig",0.712198270069774
"PG(34:2)",-1.3269196269987,"non-sig",1.08039897621589
"PE(O-38:7)",-0.655536258198257,"non-sig",0.443697499232713
"PE(O-38:7)",0.0604450945642512,"non-sig",0.0282604091122217
"PG(34:1)",-0.396702009552502,"non-sig",0.209714835966758
"SM(33:1)",0.0675276225314647,"non-sig",0.0287241512618947
"PE(37:6)",0.872369638144196,"non-sig",0.460923901207223
"PE(O-38:6)",-2.32414028851185,"PE",2.0195421077239
"PE(O-38:6)",0.0888473652285811,"non-sig",0.0530567293021746
"SM(32:1)",-0.486120592252465,"non-sig",0.291579099865287
"PE(37:5)",1.25053255682326,"non-sig",0.640164517660112
"PE(O-38:5)",-1.00372333231476,"non-sig",0.732828271596986
"PE(O-38:5)",-0.70894779154737,"non-sig",0.543633966870957
"PE(37:4)",0.841606530586578,"non-sig",0.735182176990464
"PE(O-38:4)",-1.50785938735502,"non-sig",1.00436480540245
"Cer(44:1)",-0.428443009818057,"non-sig",0.16304326294045
"PS(15:0_18:1(d7))",0.535106382812533,"non-sig",0.444905551421681
"PE(O-38:3)",-1.33360958924451,"non-sig",0.698970004336019
