"lipid_name","log_2_foldchange","neg_log10_p_value","lipid_class"
"FA20:3",-0.524617067369459,1.6615435063954,"FA"
"FA20:4",-0.507144977270837,1.48678239993206,"FA"
"FA20:5",-0.552567698262802,1.11861534322943,"non-sig"
"FA21:0",-1.21680663287311,1.43062609038495,"FA"
"FA21:1",-1.98788252723446,2.14146280243036,"FA"
"FA21:4",-0.600841070463364,1.60730304674033,"FA"
"FA22:0",-0.597902586617717,1.43770713554353,"FA"
"FA22:1",-2.00923663669076,2.0268721464003,"FA"
"FA22:2",-0.737874957960777,2.35951856302958,"FA"
"FA22:3",-1.06161641005612,3.24412514432751,"FA"
"FA22:4",-0.422371592930556,1.84771165561694,"FA"
"FA22:5",-0.657676501859854,3.32513885926219,"FA"
"FA22:6",-0.478989070599031,1.37882371822496,"FA"
"FA23:0",-0.82989331052762,1.28316227670048,"non-sig"
"FA23:1",-1.94218682080808,2.24488773360493,"FA"
"FA24:0",-0.743084829020248,1.23210238398191,"non-sig"
"FA24:1",-0.974979786131705,1.98296666070122,"FA"
"FA24:2",-0.975410888561179,1.57839607313017,"FA"
"FA24:4",-0.567017115378476,0.826813731587726,"non-sig"
"FA24:5",-0.333549744374626,0.209011524911184,"non-sig"
"FA24:6",-0.484299982732665,0.698970004336019,"non-sig"
"FA25:0",-0.931133217230048,1.30102999566398,"FA"
"FA25:1",-2.05675547234637,2.22257317761069,"FA"
"FA26:0",-0.866213868364092,0.950781977329818,"non-sig"
"FA26:1",-1.98932906139127,1.77989191195995,"FA"
"FA26:4",-0.570456376892814,1.13018179202067,"non-sig"
"FA28:0",-0.613818715656119,0.829738284605043,"non-sig"
"FA28:1",-2.53530853982121,1.12262865413023,"non-sig"
"FA28:6;O",-3.59178565906584,0.769551078621726,"non-sig"
"FA30:0",-0.992796567805456,0.703334809738469,"non-sig"
"FA30:1",-2.32244975055748,0.718966632752272,"non-sig"
"FA31:1",-3.63335959404847,0.886056647693163,"non-sig"
"FA32:0",-1.62512511235365,0.686132779630847,"non-sig"
"FA32:1",-2.97590851608691,0.821023052706831,"non-sig"
"FA33:0",-1.71041781123688,0.675717544702307,"non-sig"
"FA33:1",-3.71517116863463,0.96657624451305,"non-sig"
"FA34:0",-1.32000901097497,0.573488738635425,"non-sig"
"FA34:1",-3.41563746495871,0.924453038607469,"non-sig"
"FA35:1",-3.7237415049512,1.03151705144606,"non-sig"
"FA36:1",-3.34484223772342,1.0204516252959,"non-sig"
"FA37:1",-3.29221315401066,1.1944991418416,"non-sig"
"FA38:1",-2.59385067442716,1.15614457737684,"non-sig"
"EXCEPTIONS(34:1;O2)",-1.35067599989092,0.954677021213343,"non-sig"
