"lipid","pearson_r","p_value","lipid_class"
"CER(44:0;O2)",-0.0423244451689341,0.58706942165513,"CER"
"CER(44:0;O3)",-0.0871433898583419,0.26279297025566,"CER"
"CER(44:1;O2)",-0.239283639448481,0.00184337389262413,"CER"
"CER(44:2;O2)",-0.271171777092405,0.000393145112089397,"CER"
"CER(46:0;O2)",0.00746470958974828,0.923725407927157,"CER"
"CER(46:0;O3)",-0.105445912662104,0.175032142516357,"CER"
"DG(34:0)",0.117407801326145,0.130768489578708,"DG"
"DG(34:1)",0.0631580115550687,0.417445472962834,"DG"
"DG(34:2)",0.11681718812677,0.132729655234564,"DG"
"DG(34:3)",0.103124075700388,0.18477814013261,"DG"
"DG(34:4)",0.131112531792102,0.0912347800699081,"DG"
"DG(35:2)",0.0922806290917225,0.235581144819019,"DG"
"DG(36:1)",0.0975660917526034,0.209712398620801,"DG"
"DG(36:2)",0.017484289724472,0.822549637976226,"DG"
"DG(36:3)",0.0833221796421519,0.284378496731299,"DG"
"DG(36:4)",0.192594965121942,0.0126464897782869,"DG"
"DG(36:5)",0.176699152990316,0.0223533120958603,"DG"
"DG(38:2)",0.117978549451472,0.128894521857666,"DG"
"DG(38:3)",0.145752100273449,0.0601852217790982,"DG"
"DG(38:4)",0.0802966172884646,0.302290546021814,"DG"
"DG(38:5)",0.0545553914060972,0.483779019039861,"DG"
"DG(38:6)",0.122735097738966,0.114071562448523,"DG"
"DG(38:7)",0.109949811333978,0.157219579774491,"DG"
"DG(40:5)",0.0960469056386624,0.216929625355529,"DG"
"DG(40:6)",0.0758262881731186,0.330088977168921,"DG"
"DG(40:7)",0.131140683767956,0.091164690759125,"DG"
"DG(40:8)",0.200086820605163,0.00952697131599283,"DG"
"DG(42:10)",0.167365744900634,0.0306282330681481,"DG"
"DG(42:8)",0.184493697469509,0.0169956087481316,"DG"
"DG(44:12)",0.195707005930257,0.01125580141584,"DG"
"DG(O-34:0)",0.18645059738057,0.0158404876920791,"DG"
"DG(O-36:0)",0.0760223814801437,0.328836234738745,"DG"
"DG(O-36:1)",0.157861031268363,0.0416014424033303,"DG"
"DG(O-38:1)",0.0722296037715383,0.353607992441924,"DG"
"DG(O-40:3)",0.0162345260035339,0.835046052986632,"DG"
"DG(O-42:2)",-0.179936652822434,0.019973053340545,"DG"
"DG(O-42:3)",0.0405323316828444,0.603012846833944,"DG"
"FA13:1",-0.0133254070069653,0.864289504000891,"FA"
"FA14:0",0.0236063503147267,0.762032995068455,"FA"
"FA14:1",0.170903591345215,0.0272271903737185,"FA"
"FA15:0",0.0283074309357074,0.716501932108811,"FA"
"FA15:1",0.0746984000606982,0.337353842529051,"FA"
"FA16:0",-0.165757903235942,0.0322895755446566,"FA"
"FA16:1",0.178596772633047,0.0209301634572618,"FA"
"FA17:0",0.00253383164159912,0.974074566492293,"FA"
"FA17:1",0.0929172912098578,0.232351698876177,"FA"
"FA18:0",0.0163845143622671,0.833544069469926,"FA"
"FA18:1",0.0440537407438499,0.571870835103621,"FA"
"FA18:2",0.146592134174691,0.0587065553149931,"FA"
"FA18:3",0.109675165028691,0.158265221815117,"FA"
"FA19:0",0.0257161763333651,0.74148706511024,"FA"
"FA19:1",0.0190825866177028,0.806633401791048,"FA"
"FA20:0",0.00870564876257546,0.91109387192821,"FA"
"FA20:1",-0.00347667293474795,0.964433161645961,"FA"
"FA20:2",0.0599473216169355,0.441558611483751,"FA"
"FA20:3",0.0390211213289245,0.616605305397664,"FA"
"FA20:4",-0.0347514837010137,0.655705759086052,"FA"
"FA20:5",0.0818732890807428,0.29286550098676,"FA"
"FA21:0",-0.127824654573995,0.0997201804765815,"FA"
"FA21:1",0.0057768505573281,0.940936177085504,"FA"
"FA22:0",0.00527258819043894,0.946083713956013,"FA"
"FA22:1",0.0794408329307805,0.307489069819921,"FA"
"FA22:3",-0.0976485645562127,0.209325583677769,"FA"
"FA22:4",-0.0882527369763198,0.256742084205363,"FA"
"FA22:5",0.00311274563216948,0.968154113455845,"FA"
"FA22:6",0.0155711839179019,0.841695840473821,"FA"
"FA23:0",-0.0309736782927179,0.691104134909641,"FA"
"FA24:0",0.0123418007115416,0.874220949214025,"FA"
"FA24:1",0.0153909686004423,0.843504395431925,"FA"
"FA25:0",-0.076065300585797,0.328562453842565,"FA"
"FA25:1",-0.00525648875892181,0.946248095689884,"FA"
"FA26:0",-0.0235355353787877,0.762725588420915,"FA"
"FA26:1",-0.0950329039715931,0.22184435378406,"FA"
"FA28:0",0.0417425841765167,0.592224683964935,"FA"
"HEX2CER(34:2;O2)",-0.37529679128866,5.81187734624913e-07,"HEXCER"
"HEX2CER(42:1;O2)",0.145132495291862,0.0612953737400414,"HEXCER"
"HEX2CER(42:2;O2)",-0.108052489834843,0.164549848652098,"HEXCER"
"HEX3CER(34:1;O2)",-0.236869504897306,0.0020560106979858,"HEXCER"
"HEXCER(33:1;O2)",-0.292307329789984,0.000126522028480498,"HEXCER"
"HEXCER(34:0;O2)",0.0798238235783082,0.305155359587155,"HEXCER"
"HEXCER(34:1;O2)",-0.149091207678346,0.0544833926043438,"HEXCER"
"HEXCER(34:1;O3)",-0.282322231977033,0.000218601016650079,"HEXCER"
"HEXCER(34:2;O2)",-0.0833003224732266,0.284505289075866,"HEXCER"
"HEXCER(36:1;O2)",-0.0920178359447034,0.236923287854471,"HEXCER"
"HEXCER(38:0;O2)",0.300891872743808,7.77817385742412e-05,"HEXCER"
"HEXCER(38:1;O2)",-0.300077589393467,8.15089321873146e-05,"HEXCER"
"HEXCER(39:1;O2)",-0.313469678059143,3.70818975620626e-05,"HEXCER"
"HEXCER(40:0;O2)",-0.381379297413022,3.67605218487738e-07,"HEXCER"
"HEXCER(40:1;O2)",-0.31261139050821,3.90463885785848e-05,"HEXCER"
"HEXCER(40:2;O2)",-0.321140487875608,2.32125445018547e-05,"HEXCER"
"HEXCER(41:1;O2)",-0.368715977714318,9.44146094373498e-07,"HEXCER"
"HEXCER(41:2;O2)",-0.278244355177303,0.000271719992190494,"HEXCER"
"HEXCER(42:0;O2)",-0.342302672718478,5.95885316517078e-06,"HEXCER"
"HEXCER(42:1;O2)",-0.33026947210162,1.30710515378651e-05,"HEXCER"
"HEXCER(42:1;O3)",-0.164206555564307,0.0339644519408853,"HEXCER"
"HEXCER(42:2;O2)",-0.270989599323665,0.000396851967580894,"HEXCER"
"HEXCER(42:3;O2)",-0.281481059973277,0.000228695566099814,"HEXCER"
"HEXCER(42:4;O2)",-0.0239293937946258,0.758875926499219,"HEXCER"
"HEXCER(43:1;O2)",-0.156287955224279,0.0437031086961853,"HEXCER"
"LPC(14:0)",0.340847689585238,6.5640598137339e-06,"LPC"
"LPC(14:1)",0.394838511638981,1.29010610273192e-07,"LPC"
"LPC(15:0)",-0.283346207452566,0.000206872312665922,"LPC"
"LPC(15:1)",-0.239899199592697,0.00179245969318244,"LPC"
"LPC(16:0)",-0.479805930396799,5.35438514017796e-11,"LPC"
"LPC(16:1)",-0.221104802642661,0.00408568568804338,"LPC"
"LPC(16:2)",0.0383313672601015,0.622853174236794,"LPC"
"LPC(17:0)",-0.312496168114494,3.9317446571273e-05,"LPC"
"LPC(17:1)",-0.233506693599096,0.0023894174926276,"LPC"
"LPC(17:2)",0.0952467197812711,0.220801497899423,"LPC"
"LPC(18:0)",-0.392739376424015,1.52366918049454e-07,"LPC"
"LPC(18:1)",-0.317452025306979,2.91231130079496e-05,"LPC"
"LPC(18:2)",-0.325884371144908,1.72629490152243e-05,"LPC"
"LPC(18:3)",-0.151321891907554,0.050928929725094,"LPC"
"LPC(18:4)",-0.323978254928816,1.94557908986539e-05,"LPC"
"LPC(19:0)",-0.292182434561396,0.00012740640962242,"LPC"
"LPC(19:1)",-0.409163436246636,4.01713059658102e-08,"LPC"
"LPC(20:0)",-0.343837125796473,5.37810522922954e-06,"LPC"
"LPC(20:1)",-0.420549764638396,1.52702364276255e-08,"LPC"
"LPC(20:2)",-0.356193995023351,2.30849957295302e-06,"LPC"
"LPC(20:3)",-0.287513262125649,0.000164925803080051,"LPC"
"LPC(20:4)",-0.362832245939861,1.44388960612481e-06,"LPC"
"LPC(20:5)",-0.376189214826545,5.43727171069135e-07,"LPC"
"LPC(21:0)",-0.228106054499463,0.00302852257010635,"LPC"
"LPC(21:1)",-0.0298240477999656,0.702014911181837,"LPC"
"LPC(22:0)",-0.267973011021085,0.000463130658752282,"LPC"
"LPC(22:1)",-0.258285154941108,0.00075146681749097,"LPC"
"LPC(22:2)",-0.0715766355682031,0.357987718370383,"LPC"
"LPC(22:3)",-0.331798657565176,1.1850732003747e-05,"LPC"
"LPC(22:4)",-0.334076546622895,1.02309685637239e-05,"LPC"
"LPC(22:5)",-0.289083483462235,0.000151288838903707,"LPC"
"LPC(22:6)",-0.319134466613183,2.62700747641062e-05,"LPC"
"LPC(23:0)",-0.0900104777328298,0.247352096925321,"LPC"
"LPC(23:1)",0.0616764249479707,0.428475679208275,"LPC"
"LPC(24:0)",-0.305801315022434,5.84840911894565e-05,"LPC"
"LPC(24:1)",-0.353427742381724,2.79838477382181e-06,"LPC"
"LPC(24:2)",-0.100001879686828,0.198502971703787,"LPC"
"LPC(24:3)",-0.156264212896208,0.0437354973119008,"LPC"
"LPC(24:5)",-0.305087956011491,6.09774349592864e-05,"LPC"
"LPC(24:6)",-0.203845139570426,0.00823507278398025,"LPC"
"LPC(25:0)",-0.27460519485571,0.000329009820111888,"LPC"
"LPC(25:1)",-0.0398561364979329,0.60907833164869,"LPC"
"LPC(26:0)",-0.247686710140778,0.00125001803681944,"LPC"
"LPC(26:1)",-0.316246891577723,3.13434688544859e-05,"LPC"
"LPC(26:2)",-0.0533981905250194,0.493114937226642,"LPC"
"LPC(26:4)",-0.290289430595411,0.000141537668031804,"LPC"
"LPC(O-14:0)",-0.256708863400841,0.000811648406693671,"LPC"
"LPC(O-15:0)",-0.256878000098301,0.000804984969922561,"LPC"
"LPC(O-16:0)",-0.347401997296739,4.22918068496492e-06,"LPC"
"LPC(O-17:0)",-0.250968912969491,0.00107019477522224,"LPC"
"LPC(O-18:0)",-0.293239252198879,0.000120101854875211,"LPC"
"LPC(O-18:1)",-0.430669801185883,6.26881136684672e-09,"LPC"
"LPC(O-18:2)",-0.442855327926556,2.06270241982967e-09,"LPC"
"LPC(O-19:0)",-0.209399175269141,0.00660987639686405,"LPC"
"LPC(O-20:0)",-0.165118662744684,0.0329710245817951,"LPC"
"LPC(O-20:1)",-0.230672305175623,0.00270772447569318,"LPC"
"LPC(O-20:2)",-0.343936394353145,5.34244642536745e-06,"LPC"
"LPC(O-21:0)",-0.132080846897484,0.088848525934821,"LPC"
"LPC(O-22:0)",-0.169236087112022,0.0287877113433618,"LPC"
"LPC(O-22:1)",-0.179995635012518,0.019931805299956,"LPC"
"LPC(O-22:2)",-0.221242627777506,0.00406201974637844,"LPC"
"LPC(O-23:0)",-0.236800828217318,0.00206237341608468,"LPC"
"LPC(O-23:1)",-0.117257037719473,0.131266979107243,"LPC"
"LPC(O-24:0)",-0.175375888590919,0.0233943697002752,"LPC"
"LPC(O-24:1)",-0.196843133203,0.0107826940916329,"LPC"
"LPC(O-24:2)",-0.272258237520209,0.000371695881254396,"LPC"
"LPE(16:0)",-0.060206109999054,0.439586236137511,"LPE"
"LPE(16:1)",-0.0801789612878418,0.303001800047256,"LPE"
"LPE(17:0)",-0.0944875283905011,0.224520163225443,"LPE"
"LPE(18:0)",-0.0408147593317801,0.600487463583163,"LPE"
"LPE(18:1)",-0.0613280445697353,0.43109350803639,"LPE"
"LPE(18:2)",-0.0559294635315625,0.472818030505707,"LPE"
"LPE(18:3)",-0.0705200095443825,0.365146235813273,"LPE"
"LPE(20:0)",-0.3152927533117,3.32134207508698e-05,"LPE"
"LPE(20:1)",0.0654693616486682,0.400573016783529,"LPE"
"LPE(20:2)",0.102092010221488,0.189235778559915,"LPE"
"LPE(20:3)",0.0116369207267514,0.88135029289154,"LPE"
"LPE(20:4)",-0.00196085091310392,0.979935736234399,"LPE"
"LPE(20:5)",-0.0518551766288675,0.505710718363662,"LPE"
"LPE(22:0)",-0.0310913334403492,0.689991039159517,"LPE"
"LPE(22:4)",0.0537219080517853,0.490493694395487,"LPE"
"LPE(22:5)",0.082143720263638,0.291268771412745,"LPE"
"LPE(22:6)",0.0658371555584502,0.397926139397121,"LPE"
"LPE(O-16:1)",-0.305095341547391,6.09511176083458e-05,"LPE"
"LPE(O-18:0)",-0.0990273079062062,0.202934670550406,"LPE"
"LPE(O-18:1)",-0.29050283508003,0.000139874407645809,"LPE"
"LPE(O-20:0)",0.271063701779427,0.000395340283888391,"LPE"
"LPE(O-20:1)",-0.324259869851784,1.91160412087803e-05,"LPE"
"LPE(O-22:1)",-0.329506497819702,1.37234470206e-05,"LPE"
"LPE(O-24:2)",-0.102275354993955,0.188438201713471,"LPE"
"LPG(18:1)",0.148608501370183,0.0552789456300775,"Other"
"LPG(18:2)",0.154215045629388,0.046607576796534,"Other"
"LPI(16:0)",-0.181335543227624,0.0190144162736656,"Other"
"LPI(18:0)",-0.120572440318802,0.120637298450522,"Other"
"LPI(18:2)",-0.15033398727222,0.0524786159023344,"Other"
"LPI(20:3)",-0.17874493625645,0.0208224145466653,"Other"
"LPI(20:4)",-0.176251059636312,0.0227012824009012,"Other"
"LPS(18:0)",0.319943584508524,2.49937882430866e-05,"Other"
"LPS(20:4)",0.07926630978908,0.308556379380881,"Other"
"PA(34:2)",0.162799772217691,0.0355463163937916,"Other"
"PC(28:0)",0.282311344595846,0.000218728980957255,"PC"
"PC(30:0)",0.19574643106708,0.0112390829425036,"PC"
"PC(31:0)",0.0772434342412513,0.321104361633808,"PC"
"PC(31:3)",-0.00213527195741472,0.978151409667297,"PC"
"PC(32:0)",0.233779697829743,0.00236062541299815,"PC"
"PC(32:1)",0.149960826304407,0.0530740527552032,"PC"
"PC(32:2)",0.0998120187834334,0.19936078550544,"PC"
"PC(33:0)",-0.0486350025508597,0.532528020888755,"PC"
"PC(33:1)",0.116786865500991,0.132830949016574,"PC"
"PC(33:2)",-0.0176369948638712,0.821025722264889,"PC"
"PC(33:3)",-0.0026531241674929,0.972854456072402,"PC"
"PC(34:0)",0.00296184288664165,0.969697215206961,"PC"
"PC(34:1)",0.0763440516166292,0.326787867314415,"PC"
"PC(34:2)",0.00679455608678389,0.930555047129905,"PC"
"PC(34:3)",0.0702700043546602,0.36685286264869,"PC"
"PC(34:4)",-0.0545141718376826,0.48410992483829,"PC"
"PC(35:0)",-0.0617527115716223,0.427903665394262,"PC"
"PC(35:1)",0.0475844339720429,0.541428801655359,"PC"
"PC(35:2)",-0.108512968689024,0.162747783905285,"PC"
"PC(35:3)",-0.156566745428669,0.0433242902534538,"PC"
"PC(35:4)",-0.124369710662577,0.109296568335249,"PC"
"PC(36:0)",0.0662336285560813,0.395084598161415,"PC"
"PC(36:1)",0.116950967581336,0.132283467733985,"PC"
"PC(36:2)",-0.0342333345267991,0.660517948941117,"PC"
"PC(36:3)",-0.289987931020998,0.000143919012817228,"PC"
"PC(36:4)",-0.220913878043872,0.00411867418306278,"PC"
"PC(36:5)",-0.240084608476072,0.00177737708086302,"PC"
"PC(36:6)",-0.134254045059605,0.0836743817186912,"PC"
"PC(37:1)",-0.0736669725172389,0.344085829654794,"PC"
"PC(37:2)",-0.152063217429544,0.0497911468487448,"PC"
"PC(37:3)",-0.215760716825995,0.00510452862702756,"PC"
"PC(37:4)",-0.137838531203354,0.0756708912666799,"PC"
"PC(37:5)",-0.20297088545723,0.0085208683855962,"PC"
"PC(37:6)",-0.119756243210149,0.123190064169059,"PC"
"PC(38:1)",-0.212896849518415,0.00573939797523835,"PC"
"PC(38:2)",-0.26988950989535,0.000419932347060546,"PC"
"PC(38:3)",-0.271575575674019,0.000385042821133319,"PC"
"PC(38:4)",-0.148243302877674,0.0558871870198928,"PC"
"PC(38:5)",-0.277688701309313,0.000279822149989999,"PC"
"PC(38:6)",-0.232363423151933,0.00251348325243744,"PC"
"PC(38:7)",-0.221307954721306,0.00405084558895466,"PC"
"PC(39:2)",-0.255129941540428,0.000876344519586294,"PC"
"PC(39:3)",-0.308439345142616,5.00702913374378e-05,"PC"
"PC(39:4)",-0.2012148754236,0.00912158728317379,"PC"
"PC(39:5)",-0.187522130460479,0.0152374469359084,"PC"
"PC(39:6)",-0.113477849114845,0.144245179910628,"PC"
"PC(39:7)",-0.253513829568597,0.00094744151663605,"PC"
"PC(40:0)",-0.159323545910372,0.0397242013024473,"PC"
"PC(40:1)",-0.214674625867389,0.00533748969745616,"PC"
"PC(40:2)",-0.197003150583578,0.0107174867224653,"PC"
"PC(40:3)",-0.281036838121251,0.000234199776855693,"PC"
"PC(40:4)",-0.216482861081862,0.00495471525275108,"PC"
"PC(40:5)",-0.215675606560738,0.00512244989499489,"PC"
"PC(40:6)",-0.121024710708663,0.119240533854855,"PC"
"PC(40:7)",-0.162330832108031,0.0360872709168012,"PC"
"PC(40:8)",-0.316138298557019,3.15511828938937e-05,"PC"
"PC(40:9)",-0.149226667796716,0.054261847758771,"PC"
"PC(41:2)",-0.256003798807257,0.000839975570988246,"PC"
"PC(41:5)",-0.321470499755677,2.27428859984464e-05,"PC"
"PC(41:6)",-0.165960292105753,0.0320763309715915,"PC"
"PC(41:7)",-0.135451389397064,0.0809286383900684,"PC"
"PC(42:1)",-0.295173942518583,0.000107733102987531,"PC"
"PC(42:10)",-0.298913892804966,8.71266342306906e-05,"PC"
"PC(42:2)",-0.210737182022059,0.00626387887121288,"PC"
"PC(42:3)",-0.257338351410949,0.000787102558531035,"PC"
"PC(42:4)",-0.150637424081904,0.051998524027563,"PC"
"PC(42:5)",-0.244299206848877,0.00146423649189879,"PC"
"PC(42:6)",-0.215342453702313,0.00519314351058855,"PC"
"PC(42:7)",-0.167963931463595,0.0300289874817599,"PC"
"PC(42:8)",-0.262712762249562,0.00060369819593047,"PC"
"PC(42:9)",-0.275201553868856,0.000318912463174357,"PC"
"PC(44:12)",-0.0823435718641297,0.29009250445291,"PC"
"PC(44:2)",-0.287991789851174,0.000160653103770334,"PC"
"PC(44:4)",-0.301239976576466,7.62376103225594e-05,"PC"
"PC(44:5)",-0.328756872971166,1.4394309912048e-05,"PC"
"PC(44:6)",-0.242137389754464,0.00161794395026197,"PC"
"PC(44:7)",-0.216629437299102,0.00492479255196327,"PC"
"PC(46:4)",-0.160242614198637,0.0385813555098897,"PC"
"PC(46:6)",-0.285404586772812,0.000185046343324042,"PC"
"PC(46:7)",-0.137788313389078,0.0757785812034624,"PC"
"PC(O-30:0)",-0.099067016706802,0.202752717513247,"PC"
"PC(O-30:1)",-0.21140562106171,0.00609715345038715,"PC"
"PC(O-31:0)",-0.113051776101537,0.14576744840776,"PC"
"PC(O-31:2)",0.11391763928058,0.142686598346052,"PC"
"PC(O-32:0)",-0.0475474930772281,0.541743112066291,"PC"
"PC(O-32:1)",-0.22601709132364,0.00331459582731515,"PC"
"PC(O-32:2)",-0.197168196713035,0.0106505943324706,"PC"
"PC(O-32:3)",-0.082091903591263,0.291574266902977,"PC"
"PC(O-33:0)",-0.14401070142271,0.063348032234769,"PC"
"PC(O-33:1)",0.244869148624507,0.00142599739262085,"PC"
"PC(O-33:2)",-0.237665163841789,0.00198358489722723,"PC"
"PC(O-34:0)",-0.148683948152434,0.0551539721753605,"PC"
"PC(O-34:1)",-0.0890909154265644,0.252234319824675,"PC"
"PC(O-34:2)",-0.202448619992344,0.00869575998457549,"PC"
"PC(O-34:3)",-0.209177563538871,0.0066687987332798,"PC"
"PC(O-34:4)",-0.263003579542201,0.000594999455201634,"PC"
"PC(O-35:2)",-0.0346284990124673,0.656846679082339,"PC"
"PC(O-35:4)",-0.219995476553402,0.00428072906717225,"PC"
"PC(O-36:0)",-0.247539421022499,0.00125870103722221,"PC"
"PC(O-36:1)",-0.0323288230349285,0.678324200941559,"PC"
"PC(O-36:2)",-0.10917513771014,0.160182326188207,"PC"
"PC(O-36:3)",-0.242974222930856,0.00155677850743611,"PC"
"PC(O-36:4)",-0.337192837437302,8.35164227338449e-06,"PC"
"PC(O-36:5)",-0.324597612830877,1.87159604569261e-05,"PC"
"PC(O-36:6)",-0.211337830760047,0.00611387969471747,"PC"
"PC(O-38:0)",-0.245006835189868,0.00141689744722983,"PC"
"PC(O-38:1)",-0.199113750951851,0.00988936325700445,"PC"
"PC(O-38:2)",-0.15957789513592,0.0394051090388627,"PC"
"PC(O-38:3)",-0.318232100700577,2.77657959049637e-05,"PC"
"PC(O-38:4)",-0.264305178774946,0.000557465290956971,"PC"
"PC(O-38:5)",-0.388287891990229,2.16017776613132e-07,"PC"
"PC(O-38:6)",-0.434589606486205,4.40525712573719e-09,"PC"
"PC(O-38:7)",-0.230568205718541,0.00272011399816381,"PC"
"PC(O-39:4)",0.285618450619814,0.000182906083608083,"PC"
"PC(O-39:6)",0.1200932443692,0.122131027704245,"PC"
"PC(O-40:1)",-0.212754863694895,0.00577263443151214,"PC"
"PC(O-40:2)",-0.201889550422485,0.00888649192024878,"PC"
"PC(O-40:3)",-0.241620761078119,0.00165679119339286,"PC"
"PC(O-40:4)",-0.225166008185012,0.00343797851948932,"PC"
"PC(O-40:5)",-0.249273479946169,0.00115988875865026,"PC"
"PC(O-40:6)",-0.416002232720002,2.25678688773273e-08,"PC"
"PC(O-40:7)",-0.394101770891441,1.36787265472548e-07,"PC"
"PC(O-40:8)",-0.323763147777435,1.97191332420666e-05,"PC"
"PC(O-41:3)",0.105400607417324,0.175218603444109,"PC"
"PC(O-41:4)",-0.203160602781579,0.00845811344283203,"PC"
"PC(O-41:6)",0.222242144058813,0.0038940493784595,"PC"
"PC(O-42:1)",-0.228226589429605,0.00301271804833225,"PC"
"PC(O-42:2)",-0.258910665552862,0.000728744746111013,"PC"
"PC(O-42:3)",-0.308790678828049,4.90396786693898e-05,"PC"
"PC(O-42:4)",-0.275855122166171,0.000308177017771971,"PC"
"PC(O-42:5)",-0.195839352261427,0.0111997655462453,"PC"
"PC(O-42:6)",-0.340707012378439,6.62556830445175e-06,"PC"
"PC(O-42:7)",-0.278224963499884,0.000271999039817308,"PC"
"PC(O-42:8)",-0.297873767557207,9.24526009087647e-05,"PC"
"PC(O-43:5)",-0.193324635539305,0.0123075528171292,"PC"
"PC(O-44:3)",-0.254238161905391,0.00091494588124065,"PC"
"PC(O-44:4)",-0.280995578227986,0.000234717217764268,"PC"
"PC(O-44:5)",-0.227614576837622,0.00309374363488267,"PC"
"PC(O-44:6)",-0.33245342138536,1.136187516274e-05,"PC"
"PC(O-44:7)",-0.243219865090705,0.00153922898495152,"PC"
"PC(O-44:8)",-0.219874569204427,0.00430248494423478,"PC"
"PC(O-46:7)",-0.243909311253345,0.00149093264963508,"PC"
"PC(O-46:8)",-0.230746856277606,0.00269888310702576,"PC"
"PE(32:0)",0.0497467837676351,0.523189233394631,"PE"
"PE(32:1)",0.307592710008521,5.26380199876159e-05,"PE"
"PE(33:1)",0.301550600668374,7.48840294409116e-05,"PE"
"PE(33:2)",-0.139320210020739,0.0725487936757986,"PE"
"PE(34:0)",-0.016739355201809,0.829993098185465,"PE"
"PE(34:1)",0.37004400840159,8.56817838629465e-07,"PE"
"PE(34:2)",0.320853184095959,2.3628854173133e-05,"PE"
"PE(34:3)",0.277320099247693,0.000285319994845565,"PE"
"PE(35:2)",0.227643401459391,0.00308988374121605,"PE"
"PE(36:1)",0.403799652214236,6.25812643657537e-08,"PE"
"PE(36:2)",0.279099889401447,0.000259670138750631,"PE"
"PE(36:3)",0.238379359412881,0.00192055884654425,"PE"
"PE(36:4)",0.225316492315379,0.003415865636992,"PE"
"PE(36:5)",0.0669315642457471,0.390112089415875,"PE"
"PE(37:2)",0.200128498843643,0.00951171496489679,"PE"
"PE(37:4)",0.189593448857345,0.0141283121361774,"PE"
"PE(37:5)",-0.0870601646170919,0.263250820363765,"PE"
"PE(37:6)",-0.0877599535524788,0.25941801421188,"PE"
"PE(38:1)",0.179594766411847,0.0202136021301988,"PE"
"PE(38:2)",0.380261160435861,4.00179537979663e-07,"PE"
"PE(38:3)",0.229035042170448,0.00290862653421277,"PE"
"PE(38:4)",0.254294343773219,0.000912468668333409,"PE"
"PE(38:5)",0.229669296975418,0.00282925260095781,"PE"
"PE(38:6)",0.336514204879884,8.73068840414317e-06,"PE"
"PE(38:7)",0.286623918958058,0.000173149309311042,"PE"
"PE(39:4)",0.0908459672885714,0.242973433150553,"PE"
"PE(39:6)",0.225384385330667,0.00340593116490717,"PE"
"PE(40:4)",0.237996725599251,0.00195409507206047,"PE"
"PE(40:5)",0.345802395987933,4.71246232955176e-06,"PE"
"PE(40:6)",0.358051737975022,2.02655419265012e-06,"PE"
"PE(40:7)",0.316916665978191,3.00905279995523e-05,"PE"
"PE(40:8)",-0.112932105126914,0.146197191693686,"PE"
"PE(41:6)",-0.138721436017429,0.0737976736556842,"PE"
"PE(42:10)",0.0123026981332993,0.874616183577288,"PE"
"PE(42:7)",-0.292283549961976,0.000126689969941327,"PE"
"PE(42:8)",0.14249142649804,0.0662173900017201,"PE"
"PE(O-32:3)",-0.0500823403071695,0.520387065620937,"PE"
"PE(O-34:0)",-0.041097276330903,0.59796603212303,"PE"
"PE(O-34:1)",-0.123472955718222,0.111896377927008,"PE"
"PE(O-34:2)",-0.188438655245167,0.0147376338852655,"PE"
"PE(O-34:3)",-0.188132045250312,0.0149032215939985,"PE"
