"lipid","T_stat_human","T_stat_mouse"
"PC(40:8)",-13.1939297017481,-2.79574295108296
"PC(40:9)",-6.05256912876578,2.15127976563917
"PC(41:2)",-7.99924851048896,-1.31899651510417
"PC(41:5)",-6.46319849688433,-1.5041576331533
"PC(41:6)",-4.74296303681159,2.09610563834883
"PC(41:7)",-1.04522010103522,0.0265912848218349
"PC(42:1)",-4.51128621696683,-2.20700950027726
"PC(42:10)",-10.6084361517148,-1.67265787991198
"PC(42:2)",-5.84477688426467,-2.92398780840094
"PC(42:3)",-5.94675557093146,-3.10054290588061
"PC(42:4)",-1.68266619073291,-3.30547618065615
"PC(42:5)",-5.21142488486829,-2.64614736384234
"PC(42:6)",-6.15651435362929,-2.25996236439614
"PC(42:7)",-2.4186710414895,1.56161254398998
"PC(42:8)",-9.88061291818615,2.98641305381521
"PC(42:9)",-11.6080407282732,1.8547933013842
"PC(44:12)",-7.78361843068025,-1.58702843443346
"PC(44:2)",-6.53111710149145,-1.92466094412655
"PC(44:4)",-8.10025230694451,-2.64632552160834
"PC(44:5)",-4.57803210337273,-2.51813087994057
"PC(44:6)",-2.70270031317717,-2.92820484264003
"PC(44:7)",-2.49446819761999,-2.62345393911125
"PC(46:4)",-7.14133348397335,-0.765488581362583
